Time(s), Force(N)
7.565772771835327,-0.2595
7.6664042472839355,-0.2597
7.767046213150024,-0.2598
7.867748260498047,-0.2598
7.968415260314941,-0.2599
8.068804502487183,-0.2603
8.169396877288818,-0.2602
8.269877195358276,-0.2602
8.370532751083374,-0.2602
8.471220970153809,-0.2602
8.571945190429688,-0.2604
8.672627449035645,-0.2606
8.773362398147583,-0.2606
8.874083757400513,-0.2606
8.974733114242554,-0.2606
9.075260877609253,-0.2607
9.17588496208191,-0.2608
9.276623964309692,-0.2609
9.377321243286133,-0.261
9.478012084960938,-0.2609
9.578678369522095,-0.2608
9.679261684417725,-0.2606
9.779822826385498,-0.2604
9.880587816238403,-0.2605
9.981292009353638,-0.2606
10.081884622573853,-0.2605
10.182532787322998,-0.2605
10.283230304718018,-0.2607
10.383873224258423,-0.2607
10.484557390213013,-0.2603
10.585315227508545,-0.2603
10.686026096343994,-0.2604
10.786733150482178,-0.2605
10.887442827224731,-0.2608
10.988143682479858,-0.2606
11.088758707046509,-0.2604
11.189343214035034,-0.2605
11.290029287338257,-0.2609
11.390753030776978,-0.261
11.491466283798218,-0.2609
11.592172861099243,-0.2609
11.692769050598145,-0.2611
11.793379783630371,-0.261
11.894025087356567,-0.2607
11.994771242141724,-0.2608
12.095464706420898,-0.2607
12.19618558883667,-0.2608
12.296915292739868,-0.2609
12.397651433944702,-0.2606
12.498284101486206,-0.2607
12.598978519439697,-0.2603
12.69967532157898,-0.2599
12.80038571357727,-0.2599
12.901132106781006,-0.2602
13.001760482788086,-0.2599
13.102513074874878,-0.26
13.203030347824097,-0.2601
13.303684949874878,-0.2598
13.404391765594482,-0.2602
13.505116701126099,-0.2603
13.605758905410767,-0.2603
13.706455707550049,-0.2601
13.807151794433594,-0.2602
13.907720565795898,-0.2602
14.008395433425903,-0.2606
14.109062194824219,-0.2605
14.209656000137329,-0.2603
14.310381174087524,-0.2598
14.411200046539307,-0.2601
14.511799812316895,-0.2603
14.612404584884644,-0.2601
14.712769031524658,-0.2604
14.81326413154602,-0.2605
14.913923025131226,-0.2606
15.01466965675354,-0.2605
15.11516785621643,-0.2607
15.21568775177002,-0.2606
15.316310167312622,-0.261
15.416892051696777,-0.2609
15.517518281936646,-0.2609
15.618027687072754,-0.2607
15.71868371963501,-0.2608
15.8193519115448,-0.2609
15.919838905334473,-0.2614
16.02037477493286,-0.2616
16.12101721763611,-0.2613
16.221645832061768,-0.2619
16.322202920913696,-0.2616
16.422558307647705,-0.2616
16.5230073928833,-0.2619
16.623581886291504,-0.2614
16.724257230758667,-0.2611
16.82490825653076,-0.2617
16.925604581832886,-0.2616
17.02630639076233,-0.2619
17.126915216445923,-0.2623
17.227580308914185,-0.262
17.328169584274292,-0.2616
17.428781270980835,-0.2617
17.529468536376953,-0.2622
17.62997603416443,-0.2621
17.730642080307007,-0.2618
17.831377029418945,-0.262
17.932111024856567,-0.2622
18.032716989517212,-0.2625
18.13325572013855,-0.262
18.23391580581665,-0.2621
18.334587335586548,-0.2621
18.435296773910522,-0.2621
18.535980701446533,-0.2622
18.636778593063354,-0.2625
18.737353563308716,-0.2625
18.83801817893982,-0.2623
18.938621282577515,-0.2622
19.03917169570923,-0.2624
19.139803171157837,-0.2627
19.240548133850098,-0.2626
19.34108829498291,-0.2626
19.441631317138672,-0.2625
19.542277574539185,-0.2627
19.642805814743042,-0.2629
19.74351954460144,-0.263
19.844250917434692,-0.2629
19.9449462890625,-0.2627
20.0453360080719,-0.2628
20.145964860916138,-0.2628
20.246567726135254,-0.2628
20.347189903259277,-0.2629
20.447818279266357,-0.2629
20.548462629318237,-0.2631
20.64913010597229,-0.2628
20.749842882156372,-0.2628
20.85033416748047,-0.2629
20.95087456703186,-0.2629
21.051573276519775,-0.2631
21.152289867401123,-0.2628
21.25294589996338,-0.2629
21.353644847869873,-0.2629
21.454325675964355,-0.2629
21.554863929748535,-0.2631
21.655494689941406,-0.263
21.756165981292725,-0.2631
21.856802940368652,-0.2631
21.957360982894897,-0.2631
22.05770182609558,-0.2633
22.15836477279663,-0.2635
22.258943557739258,-0.2635
22.35958218574524,-0.2632
22.4602792263031,-0.2634
22.5608971118927,-0.2634
22.66154146194458,-0.2632
22.762122869491577,-0.2632
22.8626492023468,-0.2632
22.96312379837036,-0.2631
23.063645362854004,-0.2632
23.164358377456665,-0.2634
23.26510453224182,-0.2634
23.365819931030273,-0.2636
23.466509103775024,-0.2636
23.56712532043457,-0.2635
23.667852640151978,-0.2637
23.76843500137329,-0.2639
23.869123220443726,-0.2637
23.969826459884644,-0.2634
24.070213079452515,-0.2635
24.170872926712036,-0.2637
24.271533012390137,-0.264
24.37209987640381,-0.2638
24.47278642654419,-0.2637
24.57342839241028,-0.2639
24.67404317855835,-0.2636
24.774723768234253,-0.2638
24.87541937828064,-0.2638
24.975873708724976,-0.2637
