['timestamp', ['x0', 'y0', 'z0'], ['x1', 'y1', 'z1'], ['x2', 'y2', 'z2'], ['x3', 'y3', 'z3'], ['x4', 'y4', 'z4'], ['x5', 'y5', 'z5'], ['x6', 'y6', 'z6'], ['x7', 'y7', 'z7']]
[1700151889.0949705, [-0.011013031959533692, 0.12253464508056641, -0.033814430236816406], [-0.01001643180847168, 0.10185297393798828, -0.014957392692565918], [-0.010447312355041503, 0.09604754638671875, -0.009658778190612793], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.0956404, [-0.011013031959533692, 0.12253464508056641, -0.033814430236816406], [-0.01001643180847168, 0.10185297393798828, -0.014957392692565918], [-0.010447312355041503, 0.09604754638671875, -0.009658778190612793], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.1030319, [-0.01100439739227295, 0.12255685424804688, -0.03380416107177735], [-0.010035383224487304, 0.10184378051757813, -0.01496848201751709], [-0.010499946594238281, 0.0959969253540039, -0.009699576377868653], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.1168191, [-0.011007837295532227, 0.12254422760009766, -0.03379684448242187], [-0.010002149581909179, 0.10189404296875, -0.014929664611816407], [-0.010495304107666015, 0.09599153137207031, -0.009695895195007324], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.1253695, [-0.011016661643981934, 0.12255046844482421, -0.0338105354309082], [-0.009998327255249023, 0.10187694549560547, -0.01493299674987793], [-0.010458776473999024, 0.09601332855224609, -0.009669244766235352], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.145468, [-0.011008593559265136, 0.12254203796386719, -0.033813880920410155], [-0.010001339912414552, 0.10186317443847656, -0.01494356632232666], [-0.010498648643493652, 0.09597821807861329, -0.009707483291625976], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.1461592, [-0.011008593559265136, 0.12254203796386719, -0.033813880920410155], [-0.010001339912414552, 0.10186317443847656, -0.01494356632232666], [-0.010498648643493652, 0.09597821807861329, -0.009707483291625976], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.1539285, [-0.010984716415405273, 0.12252705383300781, -0.03381924438476563], [-0.010036473274230956, 0.10182975769042969, -0.014982550621032716], [-0.01052289867401123, 0.09595005798339844, -0.00973015308380127], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.1695557, [-0.01098175048828125, 0.12252715301513672, -0.033823375701904294], [-0.010032033920288086, 0.10180493927001953, -0.014991348266601562], [-0.01046547031402588, 0.0960061264038086, -0.009682235717773437], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.1759453, [-0.011007687568664552, 0.1225385971069336, -0.033827159881591795], [-0.010019719123840332, 0.10181040191650391, -0.014996858596801757], [-0.010463177680969238, 0.09599800109863281, -0.009684578895568847], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.186339, [-0.011016619682312013, 0.12251999664306641, -0.033829280853271484], [-0.010012242317199707, 0.10184516906738281, -0.01498224639892578], [-0.01047237777709961, 0.09598958587646485, -0.009697603225708009], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.1974032, [-0.011000121116638183, 0.12253316497802734, -0.03381399154663086], [-0.009985215187072754, 0.10189243316650391, -0.014943535804748536], [-0.01044957447052002, 0.09600650787353515, -0.009685072898864746], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.2043216, [-0.011023081779479981, 0.12253245544433594, -0.03382992172241211], [-0.010033224105834961, 0.10183148956298828, -0.014966922760009766], [-0.0104739408493042, 0.09598992919921875, -0.009697878837585449], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.2248337, [-0.010996329307556152, 0.12252850341796875, -0.03381934356689453], [-0.010038415908813476, 0.10181890869140625, -0.01496445655822754], [-0.01047734546661377, 0.09599014282226563, -0.009696916580200195], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.2276785, [-0.010996329307556152, 0.12252850341796875, -0.03381934356689453], [-0.010038415908813476, 0.10181890869140625, -0.01496445655822754], [-0.01047734546661377, 0.09599014282226563, -0.009696916580200195], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.2352064, [-0.011011799812316895, 0.12253464508056641, -0.033811267852783204], [-0.010026784896850586, 0.10183920288085938, -0.014957121849060059], [-0.010498462677001953, 0.09599261474609375, -0.009698504447937012], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.2431262, [-0.01102765655517578, 0.12253784942626954, -0.03381361389160156], [-0.010048133850097656, 0.10185017395019531, -0.014951888084411622], [-0.01051114273071289, 0.09597456359863281, -0.009714288711547852], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.2547982, [-0.011012311935424804, 0.12253608703613281, -0.03381241989135742], [-0.00999806022644043, 0.10189241790771485, -0.014937149047851563], [-0.010479575157165527, 0.09601018524169921, -0.009692769050598144], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.2650642, [-0.01100383758544922, 0.1225402603149414, -0.033816658020019534], [-0.01005380916595459, 0.10181774139404297, -0.015007611274719238], [-0.010484230995178223, 0.09600788879394531, -0.009703152656555176], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
[1700151889.2798955, [-0.01100569725036621, 0.12253992462158203, -0.03381448745727539], [-0.009986153602600098, 0.10188011932373046, -0.01494281005859375], [-0.010404507637023925, 0.09605786895751953, -0.009660405158996582], [8.422441888294424e+252, 1.2985435572507075e-308, 3.750000000318664], [1.3672759034170377e-303, 1.6937561043850216e+190, 6.238944342617607e-85], [1.1219110439472088e+200, 2.8085879e-316, 1.344974619049452e-284], [562949961809920.0, 8.34889329479e-312, 1.625984528301245e-260], [6.013470016999068e-154, 1.3371701975060988e-152, 1.219064633104261e-152]]
