0.026000000000000002,0.112
0.122,0.111
0.217,0.113
0.312,0.113
0.40700000000000003,0.109
0.502,0.111
0.598,0.111
0.6930000000000001,0.109
0.789,0.11
0.884,0.11
0.98,0.108
1.075,0.109
1.17,0.11
1.2650000000000001,0.11
1.361,0.111
1.456,0.109
1.551,0.107
1.6460000000000001,0.107
1.742,0.108
1.837,0.11
1.932,0.111
2.027,0.111
2.122,0.109
2.218,0.108
2.314,0.109
2.4090000000000003,0.11
2.504,0.11
2.6,0.109
2.695,0.108
2.79,0.108
2.8850000000000002,0.109
2.981,0.111
3.076,0.111
3.1710000000000003,0.11
3.266,0.109
3.361,0.108
3.457,0.108
3.552,0.109
3.6470000000000002,0.11
3.742,0.11
3.839,0.11
3.934,0.11
4.029,0.109
4.124,0.109
4.22,0.109
4.315,0.109
4.41,0.109
4.505,0.11
4.601,0.109
4.696,0.109
4.791,0.11
4.886,0.111
4.981,0.111
5.077,0.11
5.172,0.11
5.267,0.128
5.363,0.235
5.4590000000000005,0.222
5.554,0.182
5.649,0.3
5.744,0.21
5.84,0.223
5.9350000000000005,0.294
6.03,0.188
6.125,0.287
6.22,0.254
6.316,0.198
6.4110000000000005,0.306
6.506,0.203
6.601,0.25
6.697,0.282
6.792,0.167
6.888,0.278
6.9830000000000005,0.214
7.079,0.192
7.174,0.296
7.269,0.186
7.364,0.257
7.46,0.265
7.555,0.185
7.65,0.299
7.745,0.217
7.84,0.211
7.936,0.29
8.031,0.176
8.126,0.264
8.221,0.248
8.317,0.186
8.413,0.292
8.508000000000001,0.201
8.603,0.242
8.699,0.283
8.794,0.178
8.889,0.277
8.984,0.199
9.079,0.095
9.175,0.142
9.27,0.132
9.365,0.12
9.46,0.118
9.556000000000001,0.118
9.651,0.117
9.746,0.116
9.842,0.116
9.938,0.117
10.033,0.117
10.128,0.116
10.223,0.117
10.319,0.117
10.414,0.119
10.509,0.12
10.604000000000001,0.117
10.699,0.116
10.795,0.115
10.89,0.116
10.985,0.118
11.08,0.118
11.176,0.117
11.272,0.116
11.367,0.116
11.462,0.117
11.558,0.117
11.653,0.116
11.748000000000001,0.115
11.843,0.116
11.939,0.116
12.034,0.116
12.129,0.116
12.224,0.116
12.319,0.117
12.415000000000001,0.117
12.51,0.117
12.605,0.115
12.701,0.114
12.797,0.116
12.892,0.118
12.987,0.118
