0.029,0.142
0.124,0.139
0.219,0.138
0.314,0.137
0.41000000000000003,0.132
0.505,0.133
0.6,0.131
0.6950000000000001,0.132
0.791,0.136
0.886,0.136
0.981,0.134
1.076,0.133
1.171,0.13
1.2670000000000001,0.129
1.362,0.131
1.457,0.131
1.552,0.132
1.6480000000000001,0.133
1.743,0.133
1.838,0.134
1.933,0.134
2.029,0.133
2.124,0.131
2.219,0.129
2.314,0.128
2.4090000000000003,0.128
2.505,0.131
2.6,0.134
2.695,0.136
2.79,0.136
2.886,0.133
2.981,0.131
3.077,0.13
3.172,0.13
3.2680000000000002,0.132
3.363,0.133
3.458,0.134
3.553,0.133
3.649,0.133
3.744,0.134
3.839,0.134
3.934,0.133
4.029,0.131
4.125,0.128
4.22,0.128
4.315,0.13
4.41,0.134
4.506,0.136
4.601,0.136
4.696,0.133
4.791,0.131
4.8870000000000005,0.129
4.982,0.13
5.077,0.131
5.172,0.132
5.267,0.138
5.363,0.168
5.458,0.175
5.553,0.177
5.648,0.178
5.744,0.178
5.839,0.175
5.934,0.173
6.029,0.172
6.125,0.174
6.22,0.178
6.316,0.18
6.4110000000000005,0.181
6.507000000000001,0.179
6.602,0.177
6.697,0.175
6.792,0.175
6.8870000000000005,0.176
6.9830000000000005,0.177
7.078,0.177
7.173,0.177
7.268,0.178
7.364,0.18
7.4590000000000005,0.181
7.554,0.18
7.649,0.177
7.745,0.175
7.84,0.174
7.9350000000000005,0.176
8.03,0.179
8.125,0.182
8.221,0.183
8.316,0.182
8.411,0.181
8.506,0.179
8.602,0.178
8.697000000000001,0.179
8.792,0.179
8.887,0.18
8.983,0.181
9.078,0.182
9.173,0.183
9.268,0.183
9.363,0.183
9.46,0.182
9.555,0.18
9.65,0.178
9.745000000000001,0.179
9.841000000000001,0.181
9.936,0.184
10.031,0.186
10.126,0.186
10.222,0.192
10.317,0.186
10.412,0.127
10.507,0.128
10.603,0.135
10.698,0.137
10.793000000000001,0.136
10.888,0.136
10.983,0.137
11.079,0.137
11.174,0.138
11.269,0.137
11.364,0.135
11.46,0.132
11.555,0.132
11.65,0.133
